,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
796,v_signed_contrast|participant_id[19],-0.086,0.044,-0.171,-0.006,0.001,0.001,961.0,1069.0,
797,v_signed_contrast|participant_id[20],-0.133,0.042,-0.211,-0.054,0.001,0.001,956.0,1021.0,
798,v_signed_contrast|participant_id[21],-0.135,0.044,-0.222,-0.055,0.001,0.001,952.0,1022.0,
799,v_signed_contrast|participant_id[22],-0.139,0.044,-0.23,-0.064,0.001,0.001,954.0,1023.0,
800,v_signed_contrast|participant_id[23],-0.133,0.044,-0.222,-0.056,0.001,0.001,955.0,1021.0,
801,v_signed_contrast|participant_id[24],-0.112,0.044,-0.202,-0.036,0.001,0.001,952.0,979.0,
802,v_signed_contrast|participant_id[25],-0.135,0.044,-0.224,-0.058,0.001,0.001,953.0,1023.0,
803,v_signed_contrast|participant_id[26],-0.087,0.044,-0.174,-0.01,0.001,0.001,984.0,1068.0,
804,v_signed_contrast|participant_id[27],-0.127,0.044,-0.217,-0.052,0.001,0.001,948.0,980.0,
805,v_signed_contrast|participant_id[28],-0.087,0.044,-0.171,-0.004,0.001,0.001,958.0,1069.0,
806,v_signed_contrast|participant_id[29],-0.1,0.044,-0.187,-0.024,0.001,0.001,953.0,980.0,
807,v_signed_contrast|participant_id[30],-0.13,0.044,-0.221,-0.055,0.001,0.001,949.0,1023.0,
808,v_signed_contrast|participant_id[31],-0.127,0.044,-0.218,-0.052,0.001,0.001,945.0,978.0,
809,v_signed_contrast|participant_id[32],-0.072,0.044,-0.159,0.004,0.001,0.001,944.0,1024.0,
810,v_signed_contrast|participant_id[33],-0.067,0.043,-0.15,0.011,0.001,0.001,972.0,1068.0,
811,v_signed_contrast|participant_id[34],-0.042,0.042,-0.127,0.033,0.001,0.001,983.0,1025.0,
812,v_signed_contrast|participant_id[35],-0.117,0.044,-0.206,-0.037,0.001,0.001,952.0,981.0,
813,v_signed_contrast|participant_id[36],-0.091,0.044,-0.175,-0.009,0.001,0.001,955.0,1070.0,
814,v_signed_contrast|participant_id[37],-0.03,0.042,-0.114,0.047,0.001,0.001,966.0,981.0,
815,v_signed_contrast|participant_id[38],-0.135,0.044,-0.216,-0.049,0.001,0.001,955.0,1021.0,
816,v_signed_contrast|participant_id[39],-0.1,0.044,-0.189,-0.025,0.001,0.001,955.0,1023.0,
817,v_signed_contrast|participant_id[40],-0.138,0.044,-0.217,-0.051,0.001,0.001,957.0,1023.0,
818,v_signed_contrast|participant_id[41],-0.135,0.044,-0.224,-0.059,0.001,0.001,953.0,1021.0,
819,v_signed_contrast|participant_id[42],-0.092,0.044,-0.175,-0.012,0.001,0.001,946.0,1023.0,
820,v_signed_contrast|participant_id[43],-0.064,0.043,-0.143,0.017,0.001,0.001,966.0,1070.0,
821,v_signed_contrast|participant_id[44],-0.11,0.044,-0.195,-0.028,0.001,0.001,949.0,981.0,
