,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
617,theta_1|participant_id_offset[48],2.096,1.154,-0.286,4.112,0.041,0.029,804.0,797.0,
618,theta_1|participant_id_offset[49],2.221,1.13,0.191,4.482,0.04,0.029,820.0,872.0,
619,theta_1|participant_id_offset[50],-0.536,1.077,-2.622,1.41,0.033,0.023,1079.0,973.0,
620,theta_1|participant_id_offset[51],0.893,1.199,-1.266,3.133,0.04,0.03,877.0,909.0,
621,theta_1|participant_id_offset[52],1.073,1.253,-1.072,3.527,0.041,0.029,936.0,896.0,
622,theta_1|participant_id_offset[53],-0.499,1.057,-2.404,1.554,0.036,0.026,840.0,789.0,
623,theta_1|participant_id_offset[54],1.127,1.168,-0.972,3.303,0.036,0.027,1055.0,801.0,
624,theta_1|participant_id_offset[55],-0.908,1.067,-2.844,1.109,0.036,0.025,903.0,943.0,
625,theta_1|participant_id_offset[56],0.652,1.221,-1.753,2.834,0.037,0.028,1068.0,984.0,
626,theta_1|participant_id_offset[57],-0.754,0.996,-2.609,1.13,0.029,0.022,1143.0,881.0,
627,theta_1|participant_id_offset[58],1.421,1.189,-0.835,3.507,0.046,0.033,669.0,909.0,
628,theta_1|participant_id_offset[59],-0.808,1.016,-2.672,1.116,0.032,0.023,1034.0,912.0,
629,theta_1|participant_id_offset[60],0.619,1.078,-1.544,2.562,0.041,0.029,692.0,712.0,
630,theta_1|participant_id_offset[61],1.767,1.296,-0.677,4.166,0.041,0.029,979.0,944.0,
631,theta_1|participant_id_offset[62],-0.402,1.014,-2.344,1.408,0.032,0.023,985.0,943.0,
632,theta_1|participant_id_offset[63],0.446,1.113,-1.452,2.612,0.036,0.026,940.0,858.0,
633,theta_1|participant_id_offset[64],2.807,1.071,0.823,4.86,0.035,0.025,945.0,983.0,
634,theta_1|participant_id_offset[65],0.603,1.207,-1.651,2.748,0.04,0.028,933.0,983.0,
635,theta_1|participant_id_offset[66],-0.433,1.047,-2.273,1.595,0.035,0.025,903.0,943.0,
636,theta_1|participant_id_offset[67],-0.923,1.034,-2.783,1.047,0.031,0.024,1112.0,716.0,
637,theta_1|participant_id_offset[68],0.397,1.134,-1.668,2.405,0.036,0.028,960.0,755.0,
638,theta_1|participant_id_offset[69],-0.582,1.052,-2.652,1.253,0.033,0.024,1008.0,918.0,
639,v_signed_contrast|participant_id_sigma,0.021,0.001,0.019,0.022,0.0,0.0,965.0,1012.0,
640,v_1|participant_id_sigma,0.307,0.014,0.282,0.333,0.0,0.0,1051.0,943.0,
641,theta_1|participant_id_sigma,0.476,0.15,0.248,0.786,0.005,0.003,1032.0,1007.0,
642,v_1|participant_id[1],-0.981,0.093,-1.144,-0.802,0.003,0.002,795.0,847.0,
643,v_1|participant_id[2],0.003,0.1,-0.19,0.188,0.003,0.002,858.0,731.0,
644,v_1|participant_id[3],-0.311,0.097,-0.483,-0.118,0.003,0.002,1020.0,980.0,
