,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
105,z_1|participant_id_offset[30],-0.131,0.904,-1.823,1.595,0.028,0.02,1048.0,981.0,
106,z_1|participant_id_offset[31],-0.658,0.816,-2.226,0.781,0.026,0.018,984.0,1020.0,
107,z_1|participant_id_offset[32],0.234,0.554,-0.787,1.266,0.02,0.014,754.0,903.0,
108,z_1|participant_id_offset[33],0.799,0.728,-0.686,2.057,0.023,0.017,1009.0,873.0,
109,z_1|participant_id_offset[34],-0.531,0.724,-2.004,0.747,0.026,0.018,763.0,827.0,
110,z_1|participant_id_offset[35],-1.624,0.83,-3.46,-0.298,0.029,0.021,795.0,878.0,
111,z_1|participant_id_offset[36],-1.102,0.762,-2.544,0.278,0.025,0.018,933.0,952.0,
112,z_1|participant_id_offset[37],-4.277,0.785,-5.855,-2.94,0.026,0.019,894.0,941.0,
113,z_1|participant_id_offset[38],1.484,0.696,0.266,2.749,0.027,0.019,673.0,857.0,
114,z_1|participant_id_offset[39],-1.002,0.657,-2.245,0.171,0.021,0.015,950.0,833.0,
115,z_1|participant_id_offset[40],-1.328,0.897,-2.805,0.52,0.028,0.02,1034.0,927.0,
116,z_1|participant_id_offset[41],1.918,0.628,0.662,3.028,0.021,0.015,866.0,820.0,
117,z_1|participant_id_offset[42],-1.156,0.704,-2.603,0.041,0.022,0.016,1005.0,975.0,
118,z_1|participant_id_offset[43],1.19,0.882,-0.418,2.956,0.029,0.021,931.0,810.0,
119,z_1|participant_id_offset[44],0.679,0.793,-0.925,1.996,0.024,0.017,1111.0,878.0,
120,z_1|participant_id_offset[45],0.075,0.6,-1.01,1.289,0.019,0.014,958.0,936.0,
121,z_1|participant_id_offset[46],0.51,0.983,-1.35,2.265,0.032,0.023,956.0,943.0,
122,z_1|participant_id_offset[47],0.149,0.664,-1.12,1.362,0.022,0.015,956.0,931.0,
123,z_1|participant_id_offset[48],1.723,0.742,0.298,3.079,0.026,0.018,878.0,689.0,
124,z_1|participant_id_offset[49],-0.762,0.672,-1.939,0.617,0.022,0.016,894.0,963.0,
125,z_1|participant_id_offset[50],-1.263,0.641,-2.333,0.061,0.021,0.015,912.0,975.0,
126,z_1|participant_id_offset[51],-0.323,1.026,-2.166,1.627,0.033,0.023,973.0,1013.0,
127,z_1|participant_id_offset[52],0.062,0.603,-1.079,1.105,0.019,0.014,988.0,861.0,
128,z_1|participant_id_offset[53],-1.532,0.612,-2.582,-0.353,0.021,0.015,873.0,906.0,
129,z_1|participant_id_offset[54],-1.668,0.827,-3.118,-0.019,0.026,0.019,982.0,799.0,
130,z_1|participant_id_offset[55],0.45,0.61,-0.606,1.655,0.019,0.014,982.0,996.0,
131,z_1|participant_id_offset[56],0.037,0.677,-1.216,1.23,0.022,0.016,955.0,992.0,
132,z_1|participant_id_offset[57],-0.462,0.646,-1.718,0.603,0.021,0.015,948.0,925.0,
133,z_1|participant_id_offset[58],-0.184,1.084,-2.081,1.847,0.035,0.025,950.0,1072.0,
134,z_1|participant_id_offset[59],-0.032,0.772,-1.479,1.37,0.025,0.018,924.0,703.0,
135,z_1|participant_id_offset[60],1.743,0.826,0.246,3.336,0.026,0.019,1045.0,938.0,
136,z_1|participant_id_offset[61],-0.314,0.584,-1.456,0.684,0.02,0.014,878.0,865.0,
137,z_1|participant_id_offset[62],-0.301,0.755,-1.663,1.122,0.025,0.018,906.0,909.0,
138,z_1|participant_id_offset[63],-0.526,0.601,-1.672,0.574,0.02,0.014,933.0,905.0,
139,z_1|participant_id_offset[64],-1.275,0.62,-2.423,-0.06,0.019,0.014,1044.0,981.0,
