,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
65,a_1|participant_id[62],0.376,0.262,-0.079,0.855,0.008,0.006,972.0,876.0,
66,a_1|participant_id[63],-0.046,0.261,-0.507,0.434,0.008,0.006,1025.0,914.0,
67,a_1|participant_id[64],0.003,0.25,-0.467,0.445,0.008,0.006,972.0,911.0,
68,a_1|participant_id[65],0.657,0.282,0.127,1.167,0.009,0.006,968.0,818.0,
69,a_1|participant_id[66],0.05,0.319,-0.528,0.657,0.01,0.008,1071.0,982.0,
70,a_1|participant_id[67],0.421,0.255,-0.091,0.873,0.009,0.006,895.0,888.0,
71,a_1|participant_id[68],0.085,0.262,-0.373,0.601,0.008,0.006,1077.0,878.0,
72,a_1|participant_id[69],0.044,0.262,-0.417,0.58,0.008,0.006,962.0,939.0,
73,beta_Intercept,0.888,0.606,-0.3,1.951,0.02,0.014,910.0,943.0,
74,alpha_Intercept,2.862,1.209,0.467,5.064,0.038,0.027,1020.0,1015.0,
75,z_1|participant_id_offset[1],-0.38,0.652,-1.647,0.813,0.02,0.014,1050.0,856.0,
76,z_1|participant_id_offset[2],-1.278,0.537,-2.305,-0.3,0.017,0.012,1007.0,912.0,
77,z_1|participant_id_offset[3],0.534,0.709,-0.88,1.751,0.022,0.016,1003.0,1025.0,
78,z_1|participant_id_offset[4],0.575,0.587,-0.541,1.67,0.019,0.013,983.0,1023.0,
79,z_1|participant_id_offset[5],0.015,0.735,-1.429,1.283,0.025,0.018,872.0,865.0,
80,z_1|participant_id_offset[6],0.483,0.954,-1.244,2.315,0.032,0.023,880.0,854.0,
81,z_1|participant_id_offset[7],2.455,0.65,1.352,3.774,0.022,0.015,868.0,835.0,
82,z_1|participant_id_offset[8],-0.438,0.824,-2.047,1.041,0.026,0.019,974.0,1026.0,
83,z_1|participant_id_offset[9],-1.35,0.852,-2.994,0.128,0.026,0.019,1048.0,872.0,
84,z_1|participant_id_offset[10],-0.556,0.7,-1.873,0.71,0.022,0.016,983.0,788.0,
85,z_1|participant_id_offset[11],0.193,0.648,-0.98,1.374,0.022,0.015,905.0,908.0,
86,z_1|participant_id_offset[12],0.631,0.698,-0.945,1.764,0.025,0.018,761.0,969.0,
87,z_1|participant_id_offset[13],-0.546,0.937,-2.431,1.064,0.034,0.024,733.0,750.0,
88,z_1|participant_id_offset[14],1.916,0.625,0.765,3.003,0.021,0.015,930.0,942.0,
89,z_1|participant_id_offset[15],-0.647,0.795,-2.209,0.748,0.025,0.018,1019.0,911.0,
90,z_1|participant_id_offset[16],0.044,0.804,-1.324,1.667,0.026,0.018,976.0,1031.0,
91,z_1|participant_id_offset[17],2.587,0.766,1.052,3.926,0.024,0.017,1051.0,1026.0,
