,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
306,v_signed_contrast|participant_id[22],-0.083,0.278,-0.73,0.424,0.01,0.007,901.0,706.0,
307,v_signed_contrast|participant_id[23],-0.059,0.304,-0.668,0.424,0.01,0.007,972.0,942.0,
308,v_signed_contrast|participant_id[24],-0.04,0.285,-0.498,0.548,0.009,0.007,971.0,840.0,
309,v_signed_contrast|participant_id[25],-0.063,0.332,-0.596,0.552,0.01,0.007,1079.0,988.0,
310,v_signed_contrast|participant_id[26],-0.253,0.367,-0.908,0.23,0.012,0.009,920.0,837.0,
311,v_signed_contrast|participant_id[27],-0.058,0.271,-0.535,0.426,0.009,0.007,928.0,937.0,
312,v_signed_contrast|participant_id[28],-0.096,0.32,-0.665,0.443,0.01,0.008,1091.0,875.0,
313,v_signed_contrast|participant_id[29],-0.045,0.334,-0.606,0.56,0.012,0.008,783.0,881.0,
314,v_signed_contrast|participant_id[30],-0.023,0.249,-0.487,0.504,0.008,0.006,916.0,868.0,
315,v_signed_contrast|participant_id[31],-0.028,0.27,-0.476,0.431,0.009,0.007,827.0,926.0,
316,v_signed_contrast|participant_id[32],-0.053,0.313,-0.587,0.47,0.01,0.007,955.0,987.0,
317,v_signed_contrast|participant_id[33],-0.144,0.334,-0.717,0.429,0.01,0.007,1041.0,952.0,
318,v_signed_contrast|participant_id[34],-0.094,0.329,-0.751,0.391,0.011,0.008,810.0,813.0,
319,v_signed_contrast|participant_id[35],-0.133,0.309,-0.726,0.354,0.01,0.007,932.0,867.0,
320,v_signed_contrast|participant_id[36],-0.041,0.349,-0.63,0.531,0.011,0.008,902.0,982.0,
321,v_signed_contrast|participant_id[37],-0.119,0.295,-0.662,0.327,0.01,0.007,1016.0,888.0,
322,v_signed_contrast|participant_id[38],-0.04,0.314,-0.637,0.525,0.011,0.008,776.0,788.0,
323,v_signed_contrast|participant_id[39],-0.198,0.343,-0.833,0.338,0.012,0.008,986.0,880.0,
324,v_signed_contrast|participant_id[40],-0.06,0.318,-0.715,0.462,0.01,0.007,976.0,976.0,
325,v_signed_contrast|participant_id[41],-0.107,0.338,-0.834,0.439,0.013,0.009,772.0,876.0,
326,v_signed_contrast|participant_id[42],-0.04,0.309,-0.563,0.493,0.01,0.008,1088.0,883.0,
327,v_signed_contrast|participant_id[43],-0.1,0.296,-0.683,0.359,0.01,0.007,991.0,975.0,
328,v_signed_contrast|participant_id[44],-0.066,0.292,-0.623,0.413,0.009,0.006,1037.0,1024.0,
329,v_signed_contrast|participant_id[45],-0.062,0.331,-0.659,0.506,0.01,0.007,970.0,972.0,
330,v_signed_contrast|participant_id[46],-0.066,0.343,-0.698,0.403,0.011,0.008,983.0,936.0,
331,v_signed_contrast|participant_id[47],-0.028,0.268,-0.494,0.498,0.008,0.006,1175.0,892.0,
332,v_signed_contrast|participant_id[48],-0.077,0.345,-0.652,0.69,0.011,0.009,994.0,961.0,
333,v_signed_contrast|participant_id[49],-0.051,0.292,-0.577,0.545,0.009,0.007,840.0,830.0,
334,v_signed_contrast|participant_id[50],-0.127,0.307,-0.65,0.467,0.01,0.007,1000.0,944.0,
335,v_signed_contrast|participant_id[51],-0.058,0.32,-0.575,0.445,0.01,0.008,963.0,875.0,
336,v_signed_contrast|participant_id[52],-0.045,0.304,-0.592,0.573,0.01,0.007,973.0,1024.0,
337,v_signed_contrast|participant_id[53],-0.026,0.281,-0.466,0.489,0.009,0.006,940.0,908.0,
