,index,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
0,v_prevresp,0.545,0.634,-0.572,1.732,0.022,0.015,874.0,908.0,
1,z_prevresp,0.162,0.521,-0.81,1.118,0.017,0.012,950.0,983.0,
2,t,0.129,0.052,0.044,0.22,0.002,0.001,935.0,787.0,
3,theta,0.2,0.234,-0.09,0.647,0.007,0.005,1031.0,944.0,
4,v_Intercept,-0.934,0.437,-1.736,-0.1,0.014,0.01,986.0,935.0,
5,v_signed_contrast,0.098,0.036,0.036,0.169,0.001,0.001,926.0,944.0,
6,a,0.583,0.134,0.38,0.842,0.004,0.003,1011.0,975.0,
7,z_Intercept,0.597,0.208,0.227,0.997,0.007,0.005,1016.0,942.0,
8,p_outlier,0.049,0.02,0.018,0.084,0.001,0.0,949.0,908.0,
