,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmd,0,462.84951875688665,7.257883101260347,0.0,0.9494924644879887,41.59862092809611,0.0,True,log
ddmc,1,460.2837147626024,6.347910837721827,2.565803994284228,8.956173230591409e-17,41.58456966162088,1.9675979385699724,True,log
ddmb,2,458.40982694563996,6.655632388437482,4.439691811246736,0.05050753551201113,41.64047241793506,3.0416051588997735,True,log
ddma,3,444.3819839708775,5.263794149281807,18.467534786009175,0.0,41.52827595769785,5.455552176315774,True,log
