,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.417,0.145,0.156,0.686,0.005,0.004,811.0,641.0,1.0
z_Intercept,0.191,0.009,0.173,0.208,0.0,0.0,651.0,610.0,1.01
t,0.17,0.001,0.168,0.172,0.0,0.0,578.0,466.0,1.01
v_signed_contrast,5.425,0.353,4.791,6.146,0.014,0.011,620.0,580.0,1.0
z_prevresp_cat[prev_right],0.008,0.012,-0.016,0.027,0.0,0.0,704.0,663.0,1.0
v_Intercept,1.287,0.122,1.062,1.509,0.005,0.003,638.0,607.0,1.01
a,0.684,0.012,0.659,0.704,0.001,0.0,584.0,554.0,1.0
