,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.284,0.012,0.262,0.307,0.0,0.0,712.0,512.0,1.0
t,0.189,0.003,0.185,0.194,0.0,0.0,691.0,763.0,1.0
z_prevresp_cat[prev_right],0.02,0.014,-0.005,0.048,0.0,0.0,1069.0,916.0,1.0
v_signed_contrast,7.512,0.348,6.856,8.165,0.012,0.011,831.0,640.0,1.0
v_Intercept,0.652,0.08,0.503,0.793,0.003,0.003,549.0,531.0,1.01
a,0.681,0.012,0.659,0.704,0.0,0.0,778.0,758.0,1.01
