,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.014,0.13,-0.272,0.212,0.005,0.004,773.0,672.0,1.01
z_Intercept,0.511,0.018,0.481,0.545,0.001,0.0,773.0,758.0,1.0
t,0.179,0.005,0.169,0.19,0.0,0.0,747.0,768.0,1.0
v_signed_contrast,4.067,0.215,3.678,4.45,0.007,0.006,985.0,852.0,1.0
z_prevresp_cat[prev_right],-0.007,0.025,-0.052,0.038,0.001,0.001,812.0,740.0,1.0
v_Intercept,-0.119,0.098,-0.291,0.063,0.003,0.003,845.0,805.0,1.0
a,0.714,0.014,0.689,0.741,0.001,0.0,729.0,848.0,1.0
