,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.28,0.145,0.027,0.556,0.004,0.005,1118.0,716.0,1.0
z_Intercept,0.439,0.012,0.416,0.461,0.0,0.0,813.0,792.0,1.0
t,0.182,0.003,0.176,0.188,0.0,0.0,779.0,707.0,1.0
v_signed_contrast,7.099,0.364,6.392,7.706,0.011,0.011,994.0,635.0,1.01
v_Intercept,-0.356,0.11,-0.554,-0.148,0.004,0.003,849.0,712.0,1.0
a,0.561,0.012,0.54,0.583,0.0,0.0,816.0,620.0,1.0
