,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.455,0.015,0.426,0.482,0.001,0.001,796.0,704.0,1.0
t,0.17,0.003,0.164,0.177,0.0,0.0,886.0,643.0,1.0
z_prevresp_cat[prev_right],0.005,0.018,-0.03,0.035,0.0,0.001,1355.0,732.0,1.0
v_signed_contrast,7.499,0.314,6.866,8.047,0.009,0.01,1135.0,725.0,1.0
v_Intercept,0.275,0.081,0.131,0.423,0.003,0.003,808.0,649.0,1.0
a,0.646,0.013,0.62,0.67,0.0,0.0,818.0,671.0,1.0
