,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.188,0.096,0.012,0.371,0.003,0.003,849.0,651.0,1.0
z_Intercept,0.571,0.012,0.549,0.594,0.0,0.0,641.0,676.0,1.0
t,0.158,0.008,0.141,0.169,0.0,0.0,563.0,526.0,1.01
v_signed_contrast,4.014,0.206,3.631,4.406,0.007,0.006,960.0,880.0,1.0
v_Intercept,-0.359,0.076,-0.493,-0.213,0.003,0.002,709.0,714.0,1.0
a,0.76,0.017,0.729,0.791,0.001,0.0,659.0,613.0,1.0
