,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.651,0.011,0.632,0.671,0.0,0.0,652.0,493.0,1.01
t,0.199,0.003,0.195,0.204,0.0,0.0,429.0,437.0,1.01
v_signed_contrast,6.545,0.413,5.774,7.27,0.015,0.014,791.0,510.0,1.0
v_Intercept,-1.572,0.101,-1.763,-1.382,0.004,0.003,541.0,476.0,1.01
a,0.472,0.009,0.454,0.488,0.0,0.0,458.0,384.0,1.01
