,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.424,0.012,0.401,0.444,0.0,0.0,728.0,615.0,1.0
t,0.158,0.004,0.151,0.165,0.0,0.0,637.0,783.0,1.0
v_signed_contrast,7.753,0.342,7.149,8.387,0.012,0.01,776.0,685.0,1.01
v_Intercept,-0.228,0.074,-0.362,-0.088,0.003,0.002,665.0,595.0,1.0
a,0.674,0.013,0.648,0.697,0.0,0.0,821.0,790.0,1.01
