,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.162,0.223,-0.218,0.606,0.008,0.006,868.0,767.0,1.0
z_Intercept,0.435,0.022,0.394,0.474,0.001,0.001,861.0,677.0,1.0
t,0.145,0.004,0.138,0.152,0.0,0.0,556.0,791.0,1.0
v_signed_contrast,6.424,0.364,5.818,7.195,0.011,0.01,1078.0,784.0,1.0
z_prevresp_cat[prev_right],-0.011,0.03,-0.067,0.047,0.001,0.001,966.0,821.0,1.0
v_Intercept,0.391,0.157,0.114,0.705,0.006,0.004,806.0,787.0,1.0
a,0.584,0.015,0.557,0.614,0.001,0.0,638.0,702.0,1.01
