,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.6,0.124,0.362,0.807,0.004,0.004,1220.0,716.0,1.0
z_Intercept,0.695,0.012,0.674,0.719,0.001,0.0,575.0,785.0,1.0
t,0.155,0.003,0.15,0.16,0.0,0.0,943.0,670.0,1.0
v_signed_contrast,4.718,0.282,4.227,5.259,0.01,0.008,852.0,804.0,1.0
v_Intercept,-0.311,0.101,-0.497,-0.117,0.003,0.003,915.0,768.0,1.0
a,0.761,0.015,0.733,0.788,0.001,0.0,866.0,794.0,1.0
