,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.561,0.017,0.531,0.593,0.001,0.001,596.0,713.0,1.01
t,0.186,0.003,0.179,0.192,0.0,0.0,724.0,543.0,1.0
z_prevresp_cat[prev_right],0.03,0.023,-0.014,0.074,0.001,0.001,855.0,657.0,1.01
v_signed_contrast,6.342,0.352,5.625,7.0,0.012,0.01,890.0,698.0,1.0
v_Intercept,-0.491,0.103,-0.665,-0.291,0.004,0.003,782.0,791.0,1.0
a,0.566,0.014,0.544,0.593,0.001,0.0,704.0,790.0,1.0
