,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.457,0.018,0.426,0.492,0.001,0.0,897.0,918.0,1.0
t,0.177,0.004,0.171,0.184,0.0,0.0,868.0,676.0,1.0
z_prevresp_cat[prev_right],0.045,0.022,0.007,0.087,0.001,0.001,1271.0,836.0,1.0
v_signed_contrast,7.204,0.34,6.57,7.869,0.01,0.01,1069.0,725.0,1.01
v_Intercept,0.426,0.109,0.23,0.625,0.004,0.003,708.0,838.0,1.0
a,0.549,0.013,0.526,0.574,0.0,0.0,874.0,755.0,1.0
