,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.586,0.016,0.553,0.614,0.001,0.0,795.0,461.0,1.0
t,0.158,0.005,0.15,0.167,0.0,0.0,751.0,751.0,1.0
z_prevresp_cat[prev_right],-0.018,0.017,-0.049,0.015,0.001,0.0,973.0,709.0,1.0
v_signed_contrast,5.594,0.325,4.999,6.196,0.011,0.009,861.0,753.0,1.01
v_Intercept,0.319,0.073,0.176,0.447,0.003,0.002,752.0,745.0,1.01
a,0.7,0.012,0.679,0.724,0.0,0.0,700.0,620.0,1.0
