,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.061,0.14,-0.202,0.311,0.006,0.004,570.0,587.0,1.01
z_Intercept,0.444,0.015,0.417,0.474,0.001,0.0,714.0,737.0,1.01
t,0.147,0.005,0.137,0.155,0.0,0.0,802.0,687.0,1.0
v_signed_contrast,5.737,0.242,5.31,6.221,0.009,0.008,773.0,602.0,1.0
z_prevresp_cat[prev_right],0.001,0.023,-0.045,0.043,0.001,0.001,618.0,755.0,1.01
v_Intercept,0.154,0.101,-0.035,0.342,0.004,0.003,594.0,588.0,1.0
a,0.729,0.015,0.704,0.758,0.001,0.0,711.0,620.0,1.0
