,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.398,0.015,0.374,0.428,0.0,0.0,980.0,799.0,1.0
t,0.12,0.003,0.114,0.126,0.0,0.0,912.0,918.0,1.0
z_prevresp_cat[prev_right],0.04,0.017,0.008,0.072,0.0,0.001,1314.0,781.0,1.0
v_signed_contrast,4.889,0.245,4.434,5.33,0.007,0.007,1189.0,708.0,1.01
v_Intercept,0.396,0.07,0.262,0.528,0.002,0.002,868.0,871.0,1.0
a,0.671,0.011,0.65,0.691,0.0,0.0,808.0,549.0,1.0
