,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.424,0.223,0.001,0.816,0.008,0.007,819.0,591.0,1.02
z_Intercept,0.635,0.019,0.596,0.669,0.001,0.001,868.0,953.0,1.0
t,0.168,0.002,0.166,0.171,0.0,0.0,899.0,788.0,1.0
v_signed_contrast,6.988,0.445,6.153,7.855,0.015,0.014,942.0,743.0,1.0
z_prevresp_cat[prev_right],0.059,0.024,0.015,0.103,0.001,0.001,891.0,914.0,1.01
v_Intercept,-0.873,0.166,-1.181,-0.564,0.006,0.005,837.0,713.0,1.0
a,0.507,0.011,0.488,0.527,0.0,0.0,880.0,496.0,1.0
