,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.477,0.015,0.451,0.509,0.001,0.001,678.0,585.0,1.0
t,0.177,0.004,0.17,0.184,0.0,0.0,804.0,784.0,1.0
v_signed_contrast,7.181,0.331,6.572,7.796,0.01,0.011,1077.0,762.0,1.01
v_Intercept,0.427,0.112,0.23,0.663,0.004,0.003,716.0,775.0,1.0
a,0.549,0.013,0.526,0.574,0.0,0.0,664.0,797.0,1.0
