,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.43,0.149,0.112,0.674,0.005,0.004,797.0,568.0,1.0
z_Intercept,0.307,0.011,0.285,0.328,0.0,0.0,731.0,599.0,1.0
t,0.161,0.003,0.154,0.164,0.0,0.0,583.0,837.0,1.0
v_signed_contrast,6.122,0.314,5.49,6.636,0.011,0.01,802.0,622.0,1.0
v_Intercept,-0.195,0.115,-0.421,0.003,0.004,0.003,795.0,821.0,1.0
a,0.586,0.012,0.564,0.607,0.0,0.0,754.0,670.0,1.0
