,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.755,0.174,0.437,1.073,0.006,0.006,781.0,666.0,1.01
z_Intercept,0.273,0.012,0.251,0.294,0.0,0.0,647.0,791.0,1.01
t,0.181,0.002,0.178,0.184,0.0,0.0,853.0,818.0,1.0
v_signed_contrast,5.337,0.305,4.784,5.902,0.01,0.008,876.0,814.0,1.01
z_prevresp_cat[prev_right],-0.002,0.017,-0.031,0.035,0.001,0.001,797.0,694.0,1.0
v_Intercept,-0.505,0.113,-0.711,-0.292,0.004,0.003,714.0,768.0,1.01
a,0.673,0.015,0.647,0.7,0.001,0.0,733.0,789.0,1.01
