,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.457,0.012,0.435,0.479,0.0,0.0,798.0,790.0,1.0
t,0.17,0.003,0.163,0.176,0.0,0.0,906.0,765.0,1.01
v_signed_contrast,7.507,0.315,6.904,8.096,0.01,0.01,1001.0,733.0,1.0
v_Intercept,0.276,0.087,0.126,0.446,0.003,0.003,831.0,779.0,1.01
a,0.646,0.013,0.622,0.671,0.0,0.0,722.0,716.0,1.01
