,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.442,0.014,0.414,0.467,0.001,0.0,791.0,773.0,1.0
t,0.147,0.005,0.138,0.157,0.0,0.0,730.0,789.0,1.01
z_prevresp_cat[prev_right],0.007,0.018,-0.024,0.043,0.001,0.001,883.0,528.0,1.01
v_signed_contrast,5.739,0.248,5.232,6.175,0.009,0.007,843.0,692.0,1.0
v_Intercept,0.182,0.073,0.051,0.315,0.003,0.002,560.0,572.0,1.01
a,0.73,0.016,0.701,0.76,0.001,0.0,632.0,767.0,1.0
