,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.427,0.02,0.39,0.463,0.001,0.001,856.0,747.0,1.0
t,0.145,0.004,0.138,0.151,0.0,0.0,629.0,516.0,1.01
z_prevresp_cat[prev_right],0.002,0.023,-0.045,0.044,0.001,0.001,1326.0,694.0,1.01
v_signed_contrast,6.444,0.346,5.838,7.119,0.011,0.009,1015.0,786.0,1.01
v_Intercept,0.479,0.117,0.25,0.696,0.004,0.004,696.0,687.0,1.0
a,0.583,0.015,0.555,0.609,0.001,0.0,676.0,788.0,1.0
