,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.468,0.016,0.439,0.498,0.001,0.001,788.0,632.0,1.01
t,0.171,0.006,0.161,0.183,0.0,0.0,702.0,410.0,1.0
z_prevresp_cat[prev_right],0.072,0.02,0.036,0.108,0.001,0.001,1198.0,738.0,1.0
v_signed_contrast,4.409,0.24,3.984,4.884,0.008,0.008,896.0,687.0,1.0
v_Intercept,0.117,0.068,-0.002,0.247,0.003,0.002,702.0,790.0,1.0
a,0.719,0.013,0.693,0.744,0.0,0.0,745.0,690.0,1.01
