,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.572,0.013,0.548,0.596,0.001,0.0,581.0,598.0,1.01
t,0.186,0.003,0.181,0.192,0.0,0.0,781.0,660.0,1.01
v_signed_contrast,6.339,0.361,5.602,6.982,0.013,0.011,824.0,653.0,1.0
v_Intercept,-0.487,0.102,-0.673,-0.289,0.004,0.003,648.0,601.0,1.0
a,0.563,0.013,0.538,0.586,0.001,0.0,560.0,647.0,1.0
