,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddma,0,35.8819868674662,4.858729562668117,0.0,0.9999999999999867,29.177009605564347,0.0,True,log
ddmc,1,34.977639640742254,5.670238507232888,0.9043472267239601,2.55351295663786e-15,29.16714831042691,0.12193757596484134,True,log
ddmb,2,34.912149935612995,5.5387206878963156,0.9698369318532079,7.17515073628702e-15,29.176269703202802,0.6091081191195473,True,log
ddmd,3,34.379228839877854,6.378061183323695,1.5027580275883512,3.552713678800501e-15,29.186652927987073,0.6876704268810546,True,log
