,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmb,0,-169.90326139740796,6.465162298034045,0.0,1.0,37.85834187083498,0.0,False,log
ddmd,1,-170.41577589744855,7.201027632525324,0.5125145000405613,0.0,37.876128198209095,0.5584061913983519,False,log
ddmc,2,-176.72438137737225,6.414451448869812,6.82111997996429,0.0,37.701278334731896,3.557388589436726,False,log
ddma,3,-180.38720923312977,5.009853085560849,10.483947835721793,0.0,37.78879667633627,4.345568505687121,False,log
