,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.623,0.162,0.319,0.914,0.006,0.006,840.0,541.0,1.01
z_Intercept,0.414,0.012,0.391,0.438,0.0,0.0,647.0,590.0,1.0
t,0.198,0.003,0.194,0.204,0.0,0.0,632.0,593.0,1.0
v_signed_contrast,7.509,0.419,6.72,8.309,0.014,0.015,941.0,662.0,1.01
v_Intercept,0.369,0.132,0.106,0.597,0.005,0.004,706.0,560.0,1.0
a,0.48,0.009,0.46,0.495,0.0,0.0,655.0,597.0,1.0
