,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.029,0.221,-0.418,0.407,0.008,0.006,689.0,578.0,1.0
z_Intercept,0.457,0.019,0.42,0.491,0.001,0.001,658.0,723.0,1.0
t,0.177,0.004,0.17,0.184,0.0,0.0,723.0,718.0,1.01
v_signed_contrast,7.194,0.348,6.5,7.81,0.012,0.01,883.0,821.0,1.0
z_prevresp_cat[prev_right],0.042,0.028,-0.015,0.091,0.001,0.001,612.0,674.0,1.0
v_Intercept,0.418,0.144,0.17,0.716,0.005,0.004,703.0,632.0,1.01
a,0.549,0.013,0.524,0.573,0.001,0.0,617.0,601.0,1.01
