,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.552,0.011,0.53,0.572,0.0,0.0,587.0,653.0,1.0
t,0.154,0.006,0.143,0.164,0.0,0.0,573.0,663.0,1.0
v_signed_contrast,7.248,0.289,6.684,7.772,0.01,0.009,815.0,713.0,1.0
v_Intercept,0.314,0.066,0.192,0.434,0.003,0.002,544.0,690.0,1.01
a,0.782,0.016,0.749,0.807,0.001,0.0,645.0,429.0,1.01
