,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.497,0.109,0.314,0.725,0.004,0.004,872.0,611.0,1.0
z_Intercept,0.468,0.012,0.445,0.492,0.0,0.0,619.0,665.0,1.0
t,0.198,0.007,0.185,0.209,0.0,0.0,669.0,419.0,1.0
v_signed_contrast,6.426,0.288,5.955,7.032,0.01,0.009,805.0,663.0,1.01
v_Intercept,-0.194,0.096,-0.382,-0.025,0.004,0.003,622.0,599.0,1.0
a,0.726,0.014,0.7,0.752,0.001,0.001,551.0,512.0,1.0
