,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.432,0.109,0.232,0.648,0.004,0.003,954.0,802.0,1.0
z_Intercept,0.419,0.012,0.397,0.441,0.001,0.0,589.0,788.0,1.02
t,0.12,0.003,0.113,0.125,0.0,0.0,878.0,713.0,1.0
v_signed_contrast,4.958,0.249,4.514,5.462,0.008,0.008,1035.0,651.0,1.01
v_Intercept,0.164,0.098,-0.021,0.332,0.004,0.003,614.0,653.0,1.01
a,0.672,0.012,0.651,0.695,0.0,0.0,863.0,736.0,1.01
