,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.332,0.014,0.307,0.358,0.001,0.0,365.0,610.0,1.01
t,0.195,0.005,0.184,0.2,0.001,0.0,115.0,285.0,1.03
z_prevresp_cat[prev_right],-0.009,0.014,-0.035,0.018,0.0,0.0,883.0,644.0,1.0
v_signed_contrast,6.727,0.305,6.217,7.334,0.011,0.009,733.0,564.0,1.0
v_Intercept,0.706,0.096,0.524,0.879,0.004,0.003,468.0,617.0,1.0
a,0.542,0.014,0.52,0.571,0.001,0.001,124.0,301.0,1.02
