,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.419,0.011,0.399,0.441,0.0,0.0,788.0,808.0,1.0
t,0.12,0.003,0.114,0.126,0.0,0.0,729.0,591.0,1.01
v_signed_contrast,4.873,0.242,4.438,5.335,0.009,0.008,766.0,590.0,1.01
v_Intercept,0.394,0.07,0.266,0.524,0.003,0.002,752.0,818.0,1.01
a,0.669,0.012,0.648,0.694,0.0,0.0,708.0,592.0,1.01
