,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.196,0.008,0.182,0.211,0.0,0.0,407.0,604.0,1.01
t,0.17,0.001,0.168,0.173,0.0,0.0,530.0,272.0,1.01
v_signed_contrast,5.361,0.363,4.74,6.078,0.016,0.01,527.0,636.0,1.0
v_Intercept,1.522,0.093,1.346,1.687,0.004,0.003,472.0,572.0,1.0
a,0.682,0.013,0.658,0.708,0.001,0.0,468.0,525.0,1.0
