,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.537,0.013,0.516,0.561,0.001,0.0,569.0,734.0,1.0
t,0.152,0.003,0.146,0.156,0.0,0.0,527.0,556.0,1.0
v_signed_contrast,5.75,0.336,5.146,6.384,0.013,0.011,673.0,685.0,1.0
v_Intercept,-0.867,0.105,-1.057,-0.667,0.004,0.003,650.0,657.0,1.0
a,0.464,0.009,0.448,0.483,0.0,0.0,665.0,812.0,1.01
