,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.808,0.113,0.624,1.043,0.004,0.003,1036.0,768.0,1.0
z_Intercept,0.424,0.011,0.404,0.445,0.0,0.0,584.0,613.0,1.01
t,0.157,0.004,0.15,0.164,0.0,0.0,576.0,683.0,1.0
v_signed_contrast,7.829,0.341,7.209,8.489,0.011,0.011,980.0,678.0,1.0
v_Intercept,-0.529,0.086,-0.691,-0.371,0.003,0.002,846.0,740.0,1.0
a,0.683,0.013,0.657,0.705,0.001,0.0,550.0,589.0,1.0
