,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddma,0,-456.35455031857623,5.32087536032742,0.0,0.25,40.59957551808882,0.0,False,log
ddmb,1,-457.23073228476846,6.35584343933408,0.876181966192263,0.25,40.54189775525326,0.936462538521225,False,log
ddmc,2,,,,0.25,,,False,log
ddmd,3,,,,0.25,,,False,log
