,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.496,0.014,0.471,0.523,0.0,0.0,864.0,810.0,1.0
t,0.156,0.003,0.15,0.161,0.0,0.0,674.0,508.0,1.0
z_prevresp_cat[prev_right],0.058,0.018,0.02,0.089,0.001,0.001,909.0,688.0,1.0
v_signed_contrast,4.892,0.296,4.346,5.44,0.01,0.009,912.0,765.0,1.01
v_Intercept,-0.551,0.079,-0.705,-0.419,0.003,0.002,678.0,708.0,1.0
a,0.561,0.011,0.542,0.58,0.0,0.0,634.0,520.0,1.0
