,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmc,0,-360.635962969502,6.831140112187995,0.0,0.6003937621996969,39.31538999837722,0.0,False,log
ddma,1,-361.0328169990083,5.7748294620367915,0.396854029506291,0.280593998336026,39.26081691710547,1.694896626379192,False,log
ddmb,2,-361.0610121419903,6.806629339468373,0.4250491724883485,0.11901223946427311,39.46098801242768,1.554246298718355,False,log
ddmd,3,-361.7355361639815,8.334755313243704,1.0995731944795786,4.107825191113079e-15,39.43501546099112,0.31919865467753716,False,log
