,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.511,0.015,0.485,0.542,0.0,0.0,924.0,640.0,1.0
t,0.165,0.004,0.157,0.172,0.0,0.0,596.0,604.0,1.0
z_prevresp_cat[prev_right],-0.003,0.019,-0.039,0.032,0.001,0.001,1343.0,673.0,1.01
v_signed_contrast,6.808,0.34,6.148,7.424,0.009,0.009,1387.0,821.0,1.01
v_Intercept,-0.58,0.078,-0.724,-0.445,0.003,0.002,815.0,754.0,1.0
a,0.613,0.013,0.588,0.635,0.001,0.0,590.0,481.0,1.0
