,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.625,0.012,0.603,0.645,0.0,0.0,631.0,900.0,1.0
t,0.147,0.004,0.14,0.154,0.0,0.0,832.0,673.0,1.01
v_signed_contrast,5.572,0.252,5.052,6.0,0.009,0.008,838.0,598.0,1.0
v_Intercept,-0.713,0.075,-0.839,-0.561,0.003,0.002,565.0,757.0,1.0
a,0.705,0.013,0.678,0.729,0.0,0.0,849.0,642.0,1.0
