,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddma,0,-143.21038218015372,6.669815219633762,0.0,1.0,36.28872527392649,0.0,False,log
ddmc,1,-143.59038310039526,7.18773909483528,0.38000092024152554,0.0,36.33370019184941,0.1584293287424386,False,log
ddmb,2,-144.12212465619822,7.688708123522105,0.9117424760445072,0.0,36.31389879726193,0.2483298369514218,False,log
ddmd,3,-144.47519769253552,8.033730374279315,1.2648155123818023,0.0,36.32513971534595,0.5253125709887011,False,log
