,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.026,0.13,-0.253,0.244,0.005,0.003,691.0,792.0,1.0
z_Intercept,0.634,0.022,0.6,0.681,0.001,0.001,384.0,493.0,1.01
t,0.209,0.008,0.197,0.225,0.0,0.0,414.0,593.0,1.0
v_signed_contrast,5.216,0.247,4.788,5.669,0.009,0.007,812.0,820.0,1.0
z_prevresp_cat[prev_right],-0.01,0.022,-0.047,0.032,0.001,0.001,500.0,603.0,1.0
v_Intercept,0.195,0.112,-0.015,0.399,0.005,0.003,515.0,623.0,1.01
a,0.761,0.015,0.733,0.789,0.001,0.0,543.0,439.0,1.01
