,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.226,0.191,-0.602,0.114,0.008,0.006,605.0,637.0,1.0
z_Intercept,0.472,0.017,0.44,0.504,0.001,0.001,502.0,526.0,1.01
t,0.207,0.003,0.202,0.213,0.0,0.0,433.0,199.0,1.01
v_signed_contrast,8.153,0.416,7.365,8.907,0.014,0.014,873.0,684.0,1.0
z_prevresp_cat[prev_right],0.013,0.022,-0.03,0.053,0.001,0.001,568.0,605.0,1.0
v_Intercept,0.201,0.146,-0.071,0.46,0.007,0.005,503.0,480.0,1.0
a,0.451,0.01,0.433,0.469,0.001,0.0,369.0,383.0,1.01
