,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmb,0,-296.0332498502739,6.5332064928055615,0.0,1.0,34.89598858108052,0.0,False,log
ddmd,1,-296.9658863110851,7.522901072032596,0.9326364608112323,0.0,34.91372584566151,0.19611310982778576,False,log
ddmc,2,-301.5580776174154,6.1697432351847965,5.524827767141564,0.0,34.750898635795174,3.2459438201580255,False,log
ddma,3,-303.65820267106,5.561589074960182,7.624952820786131,0.0,34.77695935048586,3.7882436812412146,False,log
