,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.406,0.16,0.113,0.713,0.005,0.005,906.0,645.0,1.01
z_Intercept,0.65,0.011,0.63,0.669,0.0,0.0,624.0,698.0,1.0
t,0.199,0.003,0.195,0.205,0.0,0.0,401.0,376.0,1.02
v_signed_contrast,6.603,0.415,5.863,7.464,0.014,0.015,911.0,650.0,1.0
v_Intercept,-1.723,0.117,-1.928,-1.495,0.004,0.004,734.0,679.0,1.0
a,0.473,0.01,0.456,0.49,0.0,0.0,424.0,447.0,1.01
