,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
ddmc,0,235.08431101725824,8.615973605359102,0.0,0.7438208225108364,38.92659780868,0.0,True,log
ddmd,1,234.0458233295326,9.871594707881968,1.038487687725688,2.4607993308233477e-15,38.83204511691331,0.6869926369402323,True,log
ddmb,2,231.43168505412643,6.681577293629374,3.652625963131869,0.2561791774891596,38.14667623055936,4.511318240276289,False,log
ddma,3,225.55305293563723,5.974033473420917,9.531258081621006,1.5543122344752192e-15,38.05350021085921,5.153713429912025,False,log
