,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.373,0.133,0.135,0.631,0.004,0.005,1013.0,705.0,1.01
z_Intercept,0.533,0.012,0.511,0.554,0.0,0.0,938.0,827.0,1.0
t,0.19,0.003,0.185,0.195,0.0,0.0,986.0,643.0,1.0
v_signed_contrast,7.365,0.349,6.713,8.017,0.01,0.011,1155.0,735.0,1.0
v_Intercept,-0.377,0.11,-0.599,-0.181,0.003,0.004,987.0,760.0,1.01
a,0.562,0.01,0.545,0.582,0.0,0.0,902.0,580.0,1.01
