,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],-0.146,0.112,-0.349,0.069,0.003,0.004,1103.0,573.0,1.01
z_Intercept,0.46,0.013,0.436,0.483,0.0,0.0,958.0,743.0,1.0
t,0.142,0.006,0.131,0.154,0.0,0.0,923.0,701.0,1.0
v_signed_contrast,5.165,0.287,4.668,5.781,0.008,0.009,1370.0,805.0,1.0
v_Intercept,0.863,0.102,0.674,1.06,0.003,0.003,977.0,844.0,1.0
a,0.773,0.016,0.742,0.8,0.001,0.0,924.0,793.0,1.01
