,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.438,0.012,0.417,0.463,0.0,0.0,852.0,744.0,1.0
t,0.182,0.003,0.176,0.187,0.0,0.0,826.0,748.0,1.0
v_signed_contrast,7.055,0.383,6.34,7.742,0.014,0.011,707.0,706.0,1.0
v_Intercept,-0.237,0.089,-0.399,-0.077,0.003,0.002,861.0,734.0,1.0
a,0.562,0.011,0.543,0.584,0.0,0.0,774.0,721.0,1.0
