,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.678,0.202,0.333,1.07,0.007,0.007,878.0,711.0,1.0
z_Intercept,0.637,0.013,0.614,0.662,0.001,0.0,591.0,709.0,1.01
t,0.176,0.002,0.174,0.18,0.0,0.0,520.0,318.0,1.01
v_signed_contrast,6.597,0.467,5.676,7.487,0.016,0.014,815.0,695.0,1.0
v_Intercept,-0.676,0.156,-0.97,-0.374,0.006,0.004,667.0,606.0,1.0
a,0.416,0.008,0.4,0.43,0.0,0.0,639.0,748.0,1.01
