,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.551,0.141,0.298,0.824,0.005,0.004,834.0,839.0,1.0
z_Intercept,0.689,0.015,0.662,0.718,0.001,0.0,916.0,915.0,1.0
t,0.155,0.003,0.15,0.16,0.0,0.0,779.0,644.0,1.0
v_signed_contrast,4.714,0.292,4.181,5.242,0.01,0.01,857.0,715.0,1.01
z_prevresp_cat[prev_right],0.011,0.018,-0.023,0.044,0.001,0.0,878.0,795.0,1.0
v_Intercept,-0.288,0.099,-0.501,-0.117,0.003,0.003,938.0,787.0,1.0
a,0.761,0.015,0.734,0.788,0.0,0.0,971.0,930.0,1.0
