,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.416,0.011,0.395,0.436,0.0,0.0,630.0,597.0,1.0
t,0.198,0.003,0.192,0.203,0.0,0.0,590.0,471.0,1.0
v_signed_contrast,7.444,0.418,6.678,8.199,0.014,0.011,858.0,713.0,1.01
v_Intercept,0.715,0.094,0.541,0.891,0.004,0.003,650.0,711.0,1.01
a,0.478,0.01,0.461,0.496,0.0,0.0,538.0,479.0,1.01
