,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.429,0.015,0.402,0.457,0.001,0.0,733.0,629.0,1.01
t,0.145,0.004,0.138,0.152,0.0,0.0,727.0,733.0,1.01
v_signed_contrast,6.441,0.364,5.807,7.18,0.012,0.011,976.0,720.0,1.0
v_Intercept,0.476,0.112,0.261,0.677,0.004,0.003,758.0,648.0,1.0
a,0.583,0.015,0.556,0.613,0.001,0.0,721.0,784.0,1.0
