,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.514,0.012,0.492,0.537,0.001,0.0,562.0,558.0,1.01
t,0.178,0.006,0.167,0.187,0.0,0.0,769.0,678.0,1.0
v_signed_contrast,4.592,0.213,4.233,5.015,0.007,0.008,871.0,689.0,1.01
v_Intercept,0.162,0.062,0.047,0.281,0.002,0.002,676.0,685.0,1.0
a,0.831,0.015,0.803,0.858,0.001,0.0,793.0,823.0,1.0
