,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
v_prevresp_cat[prev_right],0.287,0.133,0.061,0.555,0.004,0.005,1135.0,770.0,1.0
z_Intercept,0.649,0.012,0.63,0.674,0.0,0.0,747.0,688.0,1.01
t,0.168,0.002,0.164,0.171,0.0,0.0,996.0,896.0,1.0
v_signed_contrast,5.436,0.316,4.837,5.988,0.01,0.009,1064.0,795.0,1.0
v_Intercept,-0.919,0.111,-1.11,-0.694,0.004,0.003,902.0,740.0,1.0
a,0.552,0.01,0.534,0.569,0.0,0.0,991.0,839.0,1.0
