,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
z_Intercept,0.48,0.016,0.45,0.509,0.001,0.0,828.0,651.0,1.0
t,0.207,0.003,0.202,0.213,0.0,0.0,558.0,234.0,1.02
z_prevresp_cat[prev_right],-0.002,0.018,-0.036,0.031,0.001,0.001,1035.0,586.0,1.0
v_signed_contrast,8.134,0.409,7.384,8.887,0.013,0.012,994.0,790.0,1.0
v_Intercept,0.08,0.102,-0.107,0.278,0.004,0.003,721.0,661.0,1.0
a,0.451,0.01,0.432,0.468,0.001,0.001,369.0,204.0,1.01
